 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
 8, 8, 6, 8, 5, 6, 7, 8, 8, 8, 8, 8, 6, 8, 5, 6, 7, 1, 8, 8,
 8, 8, 6, 8, 5, 6, 7, 8, 8, 8, 8, 8, 6, 8, 5, 8, 8, 6, 8, 5,
 8, 8, 6, 8, 5, 6, 7, 8, 8, 8, 8, 8, 6, 8, 5, 8, 8, 6, 8, 5,
 8, 8, 6, 8, 5, 6, 7, 8, 8, 8, 8, 8, 6, 8, 5, 6, 7, 8, 8, 8,
 8, 8, 6, 8, 5, 6, 7, 8, 8, 8, 8, 8, 6, 8, 5, 8, 8, 6, 8, 5,
 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8,
 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8,
 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8,
 8, 8, 6, 8, 5, 6, 7, 8, 8, 8, 8, 8, 6, 8, 5, 8, 8, 6, 8, 5,
 8, 8, 6, 8, 5, 6, 7, 8, 8, 8, 8, 8, 6, 8, 5, 6, 7, 8, 8, 8,
 8, 8, 6, 8, 5, 6, 7, 8, 8, 8, 8, 8, 6, 8, 5, 8, 8, 6, 8, 5,
 8, 8, 6, 8, 5, 6, 7, 8, 8, 8, 8, 8, 6, 8, 5, 8, 8, 6, 8, 5,
 8, 8, 6, 8, 5, 6, 7, 8, 8, 8, 8, 8, 6, 8, 5, 6, 7, 8, 8, 8,
 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
